Publisher,Year_of_Release,Name,Genre,Global_Sales,Critic_Score,User_Score
Namco Bandai Games,2007.0,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,Shooter,0.12,,
Namco Bandai Games,2007.0,.hack//G.U. Vol.3//Redemption,Role-Playing,0.17,,
Namco Bandai Games,2007.0,Pro Yakyuu Netsu Star 2007,Sports,0.06,,
Namco Bandai Games,2007.0,Kekkaishi: Karasumori Ayakashi Kidan,Action,0.17,,
Namco Bandai Games,2007.0,Dragon Tamer: Sound Spirit,Role-Playing,0.03,,
Namco Bandai Games,2007.0,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,Misc,0.12,,
Namco Bandai Games,2007.0,SoulCalibur Legends,Action,0.18,52.0,5.7
Namco Bandai Games,2007.0,Gintama: Banji Oku Chuubu!,Action,0.03,,
Namco Bandai Games,2007.0,Tamagotchi no Appare! Niji Venture,Role-Playing,0.14,,
Namco Bandai Games,2007.0,Dragon Ball Z: Harukanaru Densetsu,Role-Playing,0.2,57.0,6.2
Namco Bandai Games,2007.0,Time Crisis 4,Shooter,0.83,60.0,7.4
Namco Bandai Games,2007.0,InuYasha: Secret of the Divine Jewel,Role-Playing,0.09,46.0,7.6
Namco Bandai Games,2007.0,Retro Game Challenge (US sales),Action,0.09,,
Namco Bandai Games,2007.0,Kekkaishi: Kokubourou no Kage,Action,0.03,,
Namco Bandai Games,2007.0,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,Action,0.05,,
Namco Bandai Games,2007.0,Unou no Tatsujin: Soukai! Machigai Museum 2,Misc,0.09,,
Namco Bandai Games,2007.0,Pro Yakyuu Famista DS,Sports,0.1,,
Namco Bandai Games,2007.0,SD Gundam G Generation: Cross Drive,Strategy,0.26,,
Namco Bandai Games,2007.0,Dorabase DS: Dramatic Stadium,Sports,0.21,,
Namco Bandai Games,2007.0,Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,Misc,0.08,,
Namco Bandai Games,2007.0,Tales of Innocence,Role-Playing,0.26,,
Namco Bandai Games,2007.0,Nodame Cantabile,Misc,0.1,,
Namco Bandai Games,2007.0,Gundam Battle Chronicle,Action,0.22,,
Namco Bandai Games,2007.0,SoulCalibur Legends (JP sales),Action,0.01,,
Namco Bandai Games,2008.0,The Idolm@ster: Live for You!,Misc,0.07,,
Namco Bandai Games,2008.0,Gundam Battle Universe,Fighting,0.26,,
Namco Bandai Games,2008.0,Kidou Senshi Gundam 00,Action,0.08,,
Namco Bandai Games,2008.0,Custom Beat Battle: Draglade 2,Fighting,0.03,,
Namco Bandai Games,2008.0,Dynasty Warriors: Gundam 2,Action,0.49,54.0,7
Namco Bandai Games,2008.0,Kekkaishi: Kokubourou Shuurai,Action,0.03,,
Namco Bandai Games,2008.0,Digimon World Championship,Role-Playing,0.07,49.0,6.5
Namco Bandai Games,2008.0,Code Geass: Hangyaku no Lelouch - Lost Colors,Adventure,0.07,,
Namco Bandai Games,2008.0,Tales of Symphonia: Dawn of the New World,Role-Playing,0.52,68.0,7.1
Namco Bandai Games,2008.0,Code Geass: Hangyaku no Lelouch - Lost Colors,Adventure,0.06,,
Namco Bandai Games,2008.0,Tales of Rebirth,Role-Playing,0.07,,
Namco Bandai Games,2008.0,Macross Ace Frontier,Simulation,0.16,,
Namco Bandai Games,2008.0,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,Action,0.02,,
Namco Bandai Games,2008.0,Mobile Suit Gundam: Gundam vs. Gundam,Fighting,0.42,,
Namco Bandai Games,2008.0,Tales of Hearts,Role-Playing,0.24,,
Namco Bandai Games,2008.0,Klonoa,Platform,0.16,77.0,8.6
Namco Bandai Games,2008.0,99 no Namida,Adventure,0.04,,
Namco Bandai Games,2008.0,Summon Night 2,Role-Playing,0.06,,
Namco Bandai Games,2008.0,Naruto: Ultimate Ninja Storm,Fighting,1.07,75.0,8.6
Namco Bandai Games,2008.0,Soul Eater: Plot of Medusa,Action,0.05,,
Namco Bandai Games,2008.0,Pac-Man Power Pack,Misc,0.08,,tbd
Namco Bandai Games,2008.0,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,Misc,0.04,,
Namco Bandai Games,2008.0,Namco Classic Fighter Collection,Fighting,0.16,,tbd
Namco Bandai Games,2008.0,Pro Yakyuu Family Stadium,Sports,0.03,,
Namco Bandai Games,2008.0,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,Strategy,0.16,,
Namco Bandai Games,2008.0,Super Robot Taisen A Portable,Strategy,0.18,,
Namco Bandai Games,2008.0,Taiko no Tatsujin Wii,Misc,0.67,,
Namco Bandai Games,2008.0,We Ski,Sports,1.67,67.0,8.5
Namco Bandai Games,2008.0,Tottadoo! Yoiko no Mujintou Seikatsu,Adventure,0.19,,
Namco Bandai Games,2008.0,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Adventure,0.27,,
Namco Bandai Games,2008.0,Super Robot Taisen OG Saga: Endless Frontier (JP sales),Role-Playing,0.14,,
Namco Bandai Games,2008.0,Duel Love: Koisuru Otome wa Shouri no Megami,Adventure,0.01,,
Namco Bandai Games,2008.0,Dynasty Warriors: Gundam 2,Action,0.19,49.0,7
Namco Bandai Games,2008.0,Family Jockey,Sports,0.01,,
Namco Bandai Games,2008.0,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,Misc,0.65,,
Namco Bandai Games,2008.0,Super Robot Taisen OG Saga: Endless Frontier,Role-Playing,0.08,73.0,9
Namco Bandai Games,2008.0,Naruto Ultimate Collection,Misc,0.11,,tbd
Namco Bandai Games,2008.0,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,Action,0.06,,
Namco Bandai Games,2008.0,Dynasty Warriors: Gundam 2,Action,0.34,52.0,6.5
Namco Bandai Games,2008.0,Super Robot Taisen Z,Strategy,0.5,,
Namco Bandai Games,2008.0,Mobile Suit Gundam 00: Gundam Meisters,Action,0.06,,
Namco Bandai Games,2008.0,Dr. Slump & Arale-Chan,Adventure,0.01,,
Namco Bandai Games,2008.0,Dynasty Warriors: Gundam,Action,0.28,,
Namco Bandai Games,2008.0,Emblem of Gundam,Strategy,0.06,,
Namco Bandai Games,2008.0,Gegege no Kitarou: Youkai Daigekisen,Action,0.06,,
Namco Bandai Games,2008.0,Daikaijuu Battle: Ultra Coliseum,Fighting,0.02,,
Namco Bandai Games,2008.0,Kinnikuman Muscle Grand Prix Max 2: Tokumori,Fighting,0.07,,
Namco Bandai Games,2008.0,The Sky Crawlers: Innocent Aces,Simulation,0.12,74.0,7.9
Namco Bandai Games,2008.0,Happy Dance Collection,Misc,0.01,,
Namco Bandai Games,2008.0,Tamagotchi no KiraKira Omisecchi,Misc,0.22,,
Namco Bandai Games,2008.0,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,Adventure,0.02,,
Namco Bandai Games,2008.0,Dragon Ball Z: Infinite World,Fighting,0.36,48.0,7.9
Namco Bandai Games,2009.0,Evangelion: Jo,Action,0.03,,
Namco Bandai Games,2009.0,Super Robot Taisen Z Special Disc,Misc,0.08,,
Namco Bandai Games,2009.0,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,Action,0.04,,
Namco Bandai Games,2009.0,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,Fighting,0.41,,
Namco Bandai Games,2009.0,The Idolm@ster: Dearly Stars,Adventure,0.05,,
Namco Bandai Games,2009.0,Fresh PreCure! Asobi Collection,Action,0.09,,
Namco Bandai Games,2009.0,Stoked: Big Air Edition,Sports,0.04,72.0,7.7
Namco Bandai Games,2009.0,Creeper World 3: Arc Eternal,Strategy,0.1,,
Namco Bandai Games,2009.0,Queen's Blade: Spiral Chaos,Role-Playing,0.11,,
Namco Bandai Games,2009.0,Naruto Shippuden: Ultimate Ninja Heroes 3,Fighting,0.38,61.0,6.6
Namco Bandai Games,2009.0,Tales of Vesperia,Role-Playing,0.45,,
Namco Bandai Games,2009.0,Dorabase 2: Nettou Ultra Stadium,Sports,0.12,,
Namco Bandai Games,2009.0,Dragon Ball: Evolution,Fighting,0.1,28.0,0.9
Namco Bandai Games,2009.0,Blue Dragon: Awakened Shadow,Role-Playing,0.1,63.0,6.6
Namco Bandai Games,2009.0,Super Robot Gakuen,Adventure,0.04,,
Namco Bandai Games,2009.0,ToraDora Portable!,Adventure,0.08,,
Namco Bandai Games,2009.0,Active Life: Extreme Challenge,Sports,0.47,56.0,tbd
Namco Bandai Games,2009.0,Food Network: Cook or Be Cooked,Misc,0.44,53.0,6.8
Namco Bandai Games,2009.0,Kamen Rider: Climax Heroes,Fighting,0.11,,
Namco Bandai Games,2009.0,Dragon Ball: Raging Blast,Fighting,0.77,57.0,7.2
Namco Bandai Games,2009.0,Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,Adventure,0.08,,
Namco Bandai Games,2009.0,Kaijuu Busters,Action,0.12,,
Namco Bandai Games,2009.0,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,Strategy,0.07,,
Namco Bandai Games,2009.0,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,Strategy,0.07,,
Namco Bandai Games,2009.0,Game Center CX: Arino no Chousenjou 2,Action,0.07,,
Namco Bandai Games,2009.0,Dragon Ball Z: Attack of the Saiyans,Role-Playing,0.36,73.0,7.9
Namco Bandai Games,2009.0,Chibi Maruko-Chan DS: Maru-Chan no Machi,Puzzle,0.04,,
Namco Bandai Games,2009.0,Soul Eater: Battle Resonance,Action,0.03,,
Namco Bandai Games,2009.0,Pro Yakyuu Famista DS 2009,Sports,0.1,,
Namco Bandai Games,2009.0,Tales of the World: Radiant Mythology 2,Role-Playing,0.33,,
Namco Bandai Games,2009.0,Evangelion: Jo,Action,0.06,,
Namco Bandai Games,2009.0,S.T.A.L.K.E.R.: Call of Pripyat,Shooter,0.06,80.0,8.7
Namco Bandai Games,2009.0,SD Gundam G Generation Wars,Strategy,0.31,,
Namco Bandai Games,2009.0,Macross Ultimate Frontier,Action,0.17,,
Namco Bandai Games,2009.0,Kidou Senshi Gundam: Senjou no Kizuna Portable,Strategy,0.18,,
Namco Bandai Games,2009.0,The Munchables,Action,0.18,71.0,8.2
Namco Bandai Games,2009.0,Demon's Souls,Role-Playing,1.82,89.0,8.9
Namco Bandai Games,2009.0,SD Gundam G Generation Wars,Strategy,0.06,,
Namco Bandai Games,2009.0,Tekken 6,Fighting,2.75,79.0,7.4
Namco Bandai Games,2009.0,One Piece Unlimited Cruise 2: Awakening of a Hero,Action,0.29,,
Namco Bandai Games,2009.0,Dragon Ball: Revenge of King Piccolo,Action,0.2,65.0,7.3
Namco Bandai Games,2009.0,Battle Spirits: Kiseki no Hasha,Role-Playing,0.02,,
Namco Bandai Games,2009.0,Destiny Links,Role-Playing,0.01,,
Namco Bandai Games,2009.0,Brain Exercise With Dr. Kawashima,Puzzle,0.01,,
Namco Bandai Games,2009.0,Tales of Graces,Role-Playing,0.22,,
Namco Bandai Games,2009.0,We Cheer 2,Simulation,0.26,64.0,tbd
Namco Bandai Games,2009.0,Element Hunter,Role-Playing,0.01,,
Namco Bandai Games,2009.0,Super Robot Taisen Neo,Strategy,0.05,,
Namco Bandai Games,2009.0,Hirameki Action: Chibikko Wagyan no Daiki na Bouken,Action,0.01,,
Namco Bandai Games,2009.0,Tales of VS.,Fighting,0.23,,
Namco Bandai Games,2009.0,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,Adventure,0.23,,
Namco Bandai Games,2009.0,Summon Night X: Tears Crown,Role-Playing,0.05,,
Namco Bandai Games,2009.0,Mobile Suit Gundam Battlefield Record U.C.0081,Action,0.24,,
Namco Bandai Games,2009.0,Super Robot Taisen K,Strategy,0.21,,
Namco Bandai Games,2009.0,Tekken 6,Fighting,0.32,82.0,8.2
Namco Bandai Games,2009.0,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Misc,0.4,,
Namco Bandai Games,2009.0,Naruto Shippuden: Legends: Akatsuki Rising,Fighting,0.15,60.0,6.2
Namco Bandai Games,2009.0,Dragon Ball: Raging Blast,Fighting,0.51,56.0,7.5
Namco Bandai Games,2009.0,Tamagotchi no Narikiri Channel,Role-Playing,0.15,,
Namco Bandai Games,2009.0,Katamari Forever,Puzzle,0.4,74.0,8.1
Namco Bandai Games,2009.0,SoulCalibur: Broken Destiny,Fighting,0.51,80.0,6.2
Namco Bandai Games,2009.0,Tekken 6,Fighting,1.3,80.0,7
Namco Bandai Games,2010.0,Dead to Rights: Retribution,Shooter,0.21,61.0,7
Namco Bandai Games,2010.0,Digimon Story: Lost Evolution,Role-Playing,0.1,,
Namco Bandai Games,2010.0,A.C.E.: Another Century's Episode R,Simulation,0.26,,
Namco Bandai Games,2010.0,Body and Brain Connection,Misc,0.2,57.0,4.8
Namco Bandai Games,2010.0,Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,Role-Playing,0.07,,
Namco Bandai Games,2010.0,Dead to Rights: Retribution,Shooter,0.28,60.0,5.9
Namco Bandai Games,2010.0,Tales of Graces f,Role-Playing,0.98,77.0,8.2
Namco Bandai Games,2010.0,Tamagotchi no Pichi Pichi Omisecchi,Action,0.13,,
Namco Bandai Games,2010.0,Minna to Kimi no Piramekino!,Misc,0.05,,
Namco Bandai Games,2010.0,Kamen Rider Battle: Ganbaride,Strategy,0.14,,
Namco Bandai Games,2010.0,SD Gundam: Gashapon Wars,Strategy,0.03,,
Namco Bandai Games,2010.0,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,Adventure,0.05,,
Namco Bandai Games,2010.0,Ace Combat: Joint Assault,Simulation,0.29,71.0,7.2
Namco Bandai Games,2010.0,Dragon Ball: Raging Blast 2,Fighting,0.64,57.0,7.4
Namco Bandai Games,2010.0,Majin and the Forsaken Kingdom,Adventure,0.19,74.0,8.1
Namco Bandai Games,2010.0,Pro Yakyuu Famista DS 2010,Sports,0.08,,
Namco Bandai Games,2010.0,Majin and the Forsaken Kingdom,Adventure,0.29,72.0,7.9
Namco Bandai Games,2010.0,Naruto Shippuden: Ultimate Ninja Storm 2,Fighting,1.21,76.0,8.3
Namco Bandai Games,2010.0,Time Crisis: Razing Storm,Shooter,0.54,58.0,5.9
Namco Bandai Games,2010.0,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,Action,0.09,,
Namco Bandai Games,2010.0,AKB1/48: Idol to Koishitara...,Misc,0.41,,
Namco Bandai Games,2010.0,Dragon Ball: Raging Blast 2,Fighting,0.81,60.0,7.5
Namco Bandai Games,2010.0,Family Trainer: Treasure Adventure,Sports,0.06,,
Namco Bandai Games,2010.0,Hello Kitty Seasons,Adventure,0.23,,tbd
Namco Bandai Games,2010.0,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,Misc,0.42,,
Namco Bandai Games,2010.0,Tales of Phantasia: Narikiri Dungeon X,Role-Playing,0.21,,
Namco Bandai Games,2010.0,Naruto Shippuden: Ultimate Ninja Storm 2,Fighting,0.78,74.0,8.5
Namco Bandai Games,2010.0,Enslaved: Odyssey to the West,Action,0.54,82.0,7.8
Namco Bandai Games,2010.0,.hack//Link,Role-Playing,0.14,,
Namco Bandai Games,2010.0,Active Life Explorer,Sports,0.14,,tbd
Namco Bandai Games,2010.0,Kaidan Restaurant: Ura Menu 100-Sen,Misc,0.08,,
Namco Bandai Games,2010.0,Dragon Ball Z: Tenkaichi Tag Team,Fighting,0.26,63.0,8.6
Namco Bandai Games,2010.0,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,Action,0.21,,
Namco Bandai Games,2010.0,Enslaved: Odyssey to the West,Action,0.55,80.0,7.4
Namco Bandai Games,2010.0,ExerBeat,Sports,0.29,60.0,7.6
Namco Bandai Games,2010.0,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Fighting,0.04,,
Namco Bandai Games,2010.0,Namco Museum Megamix,Misc,0.19,53.0,tbd
Namco Bandai Games,2010.0,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,Role-Playing,0.02,,
Namco Bandai Games,2010.0,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,Action,0.02,,
Namco Bandai Games,2010.0,Schlag den Raab,Misc,0.19,,
Namco Bandai Games,2010.0,Lupin Sansei: Shijou Saidai no Zunousen,Adventure,0.07,,
Namco Bandai Games,2010.0,Making History: The Great War,Strategy,0.12,,
Namco Bandai Games,2010.0,Super Robot Taisen L,Strategy,0.17,,
Namco Bandai Games,2010.0,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,Action,0.04,,
Namco Bandai Games,2010.0,Tamagotchi no Narikiri Challenge,Action,0.17,,
Namco Bandai Games,2010.0,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,Strategy,0.12,,
Namco Bandai Games,2010.0,Clash of the Titans,Action,0.31,41.0,1.7
Namco Bandai Games,2010.0,Dragon Ball: Origins 2,Action,0.16,70.0,tbd
Namco Bandai Games,2010.0,Naruto Shippuden: Kizuna Drive,Action,0.13,57.0,5
Namco Bandai Games,2010.0,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,Role-Playing,0.12,,
Namco Bandai Games,2010.0,Battle Spirits: Digital Starter,Role-Playing,0.04,,
Namco Bandai Games,2010.0,Schlag den Raab,Misc,0.03,,
Namco Bandai Games,2010.0,Clash of the Titans,Action,0.16,42.0,4.1
Namco Bandai Games,2010.0,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,Action,0.06,,
Namco Bandai Games,2010.0,Gods Eater Burst,Action,0.66,71.0,7.9
Namco Bandai Games,2010.0,Gundam Assault Survive,Action,0.17,,
Namco Bandai Games,2010.0,Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,Shooter,0.12,,
Namco Bandai Games,2010.0,Making History: The Great War,Strategy,0.15,,
Namco Bandai Games,2010.0,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,Misc,0.02,,
Namco Bandai Games,2010.0,Hello Kitty: Birthday Adventures,Adventure,0.18,,tbd
Namco Bandai Games,2010.0,Splatterhouse,Action,0.18,62.0,7.6
Namco Bandai Games,2010.0,Battle Spirits: Hero's Soul,Role-Playing,0.02,,
Namco Bandai Games,2010.0,Quiz! Hexagon II,Misc,0.06,,
Namco Bandai Games,2010.0,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,Action,0.07,,
Namco Bandai Games,2010.0,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,Misc,0.02,,
Namco Bandai Games,2010.0,Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Misc,0.3,,
Namco Bandai Games,2010.0,Heart Catch PreCure! Oshare Collection,Action,0.11,,
Namco Bandai Games,2010.0,One Piece: Gigant Battle!,Fighting,0.36,,
Namco Bandai Games,2010.0,Winx Club: Rockstars,Adventure,0.02,,
Namco Bandai Games,2010.0,Pac-Man Party,Misc,0.61,59.0,5.9
Namco Bandai Games,2011.0,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,Action,0.05,,
Namco Bandai Games,2011.0,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,Fighting,0.06,,
Namco Bandai Games,2011.0,The Idolmaster 2,Simulation,0.05,,
Namco Bandai Games,2011.0,Ace Combat: Assault Horizon,Action,0.74,77.0,6.7
Namco Bandai Games,2011.0,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,Adventure,0.05,,
Namco Bandai Games,2011.0,Tales of the Abyss,Role-Playing,0.83,75.0,7.6
Namco Bandai Games,2011.0,Active Life: Magical Carnival,Misc,0.04,,tbd
Namco Bandai Games,2011.0,The Idolmaster: Gravure For You! Vol. 2,Misc,0.05,,
Namco Bandai Games,2011.0,Suzumiya Haruhi no Tsuisou,Adventure,0.04,,
Namco Bandai Games,2011.0,Meitantei Conan: Aoki Houseki no Rinbukyoku,Adventure,0.06,,
Namco Bandai Games,2011.0,Gundam the 3D Battle,Action,0.08,,
Namco Bandai Games,2011.0,SD Gundam G Generation World,Strategy,0.05,,
Namco Bandai Games,2011.0,Knights Contract,Action,0.08,49.0,5.6
Namco Bandai Games,2011.0,The Idolmaster: Gravure For You! Vol. 3,Misc,0.08,,
Namco Bandai Games,2011.0,Knights Contract,Action,0.08,51.0,6
Namco Bandai Games,2011.0,Kaijuu Busters Powered,Action,0.08,,
Namco Bandai Games,2011.0,Kidou Senshi Gundam: Extreme VS,Fighting,0.54,,
Namco Bandai Games,2011.0,Yuugen Gaisha Brave Company,Strategy,0.06,,
Namco Bandai Games,2011.0,Dragon Ball Z: Ultimate Tenkaichi,Fighting,0.54,55.0,5.8
Namco Bandai Games,2011.0,Dragon Ball Z: Ultimate Tenkaichi,Fighting,0.61,58.0,5.4
Namco Bandai Games,2011.0,Ridge Racer 3D,Racing,0.49,75.0,7.2
Namco Bandai Games,2011.0,Pro Yakyuu Famista 2011,Sports,0.06,,
Namco Bandai Games,2011.0,Super Sentai Battle: Ranger Cross,Action,0.08,,
Namco Bandai Games,2011.0,Treasure Report: Kikai Jikake no Isan,Adventure,0.05,,
Namco Bandai Games,2011.0,Ace Combat: Assault Horizon,Action,0.49,78.0,6.2
Namco Bandai Games,2011.0,Venus & Braves: Majo to Megami to Horobi no Yogen,Role-Playing,0.05,,
Namco Bandai Games,2011.0,McDROID,Strategy,0.05,,
Namco Bandai Games,2011.0,DualPenSports,Sports,0.11,58.0,tbd
Namco Bandai Games,2011.0,Naruto Shippuden: Ultimate Ninja Impact,Fighting,0.34,59.0,7.2
Namco Bandai Games,2011.0,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,Action,0.03,,
Namco Bandai Games,2011.0,Go Vacation,Misc,1.53,64.0,7.8
Namco Bandai Games,2011.0,Weiss Schwarz Portable,Strategy,0.1,,
Namco Bandai Games,2011.0,One Piece Unlimited Cruise SP,Action,0.3,46.0,7.3
Namco Bandai Games,2011.0,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,Action,0.02,,
Namco Bandai Games,2011.0,Kokoro no Kokoron,Misc,0.03,,
Namco Bandai Games,2011.0,Ridge Racer,Racing,0.17,44.0,3.7
Namco Bandai Games,2011.0,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,Misc,0.03,,
Namco Bandai Games,2011.0,Ni no Kuni: Wrath of the White Witch,Role-Playing,1.51,85.0,8.6
Namco Bandai Games,2011.0,Kidou Senshi Gundam: Shin Gihren no Yabou,Strategy,0.14,,
Namco Bandai Games,2011.0,Tamagotchi Collection,Misc,0.15,,
Namco Bandai Games,2011.0,Taiko no Tatsujin Portable DX,Misc,0.38,,
Namco Bandai Games,2011.0,The Idolm@ster 2,Misc,0.16,,
Namco Bandai Games,2011.0,Dark Souls,Role-Playing,0.99,89.0,8.4
Namco Bandai Games,2011.0,Gundam Memories: Tatakai no Kioku,Action,0.12,,
Namco Bandai Games,2011.0,A.C.E.: Another Century's Episode Portable,Simulation,0.12,,
Namco Bandai Games,2011.0,SD Gundam G Generation 3D,Role-Playing,0.16,,
Namco Bandai Games,2011.0,Power Rangers Samurai,Action,0.32,,tbd
Namco Bandai Games,2011.0,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,Fighting,0.12,,
Namco Bandai Games,2011.0,Macross Triangle Frontier,Action,0.12,,
Namco Bandai Games,2011.0,Power Rangers Samurai,Action,0.32,45.0,tbd
Namco Bandai Games,2011.0,McDROID,Strategy,0.12,,
Namco Bandai Games,2011.0,All Kamen Rider: Rider Generation,Action,0.12,,
Namco Bandai Games,2011.0,Pac-Man Party 3D,Misc,0.15,43.0,5.4
Namco Bandai Games,2011.0,Touch My Katamari ,Puzzle,0.12,69.0,7.4
Namco Bandai Games,2011.0,Taiko no Tatsujin Wii: Ketteiban,Misc,0.39,,
Namco Bandai Games,2011.0,One Piece: Gigant Battle 2 Shin Sekai,Fighting,0.35,,
Namco Bandai Games,2011.0,AKB1/48: Idol to Guam de Koishitara...,Misc,0.4,,
Namco Bandai Games,2011.0,Dragon Ball Kai: Ultimate Butouden,Fighting,0.09,,
Namco Bandai Games,2011.0,Ace Combat: Assault Horizon Legacy,Simulation,0.24,71.0,7.8
Namco Bandai Games,2011.0,Fishing Resort,Sports,0.39,69.0,7
Namco Bandai Games,2011.0,Saint Seiya: Sanctuary Battle,Action,0.23,62.0,7.3
Namco Bandai Games,2011.0,Tales of Xillia,Role-Playing,1.22,78.0,8.2
Namco Bandai Games,2011.0,Pac-Man All-Stars,Fighting,0.35,,
Namco Bandai Games,2011.0,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,Action,0.22,,
Namco Bandai Games,2011.0,Toriko: Gourmet Survival!,Role-Playing,0.36,,
Namco Bandai Games,2011.0,Suzumiya Haruhi no Tsuisou,Adventure,0.03,,
Namco Bandai Games,2011.0,SD Gundam G Generation World,Strategy,0.34,,
Namco Bandai Games,2011.0,Queen's Gate: Spiral Chaos,Role-Playing,0.14,,
Namco Bandai Games,2011.0,Usavichi: Game no Jikan,Action,0.02,,
Namco Bandai Games,2011.0,Suite PreCure: Melody Collection,Misc,0.13,,
Namco Bandai Games,2011.0,The Witcher 2: Assassins of Kings,Action,0.96,88.0,8.5
Namco Bandai Games,2011.0,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,Misc,0.01,,
Namco Bandai Games,2011.0,Dark Souls,Role-Playing,2.02,89.0,8.7
Namco Bandai Games,2011.0,Pac-Man & Galaga Dimensions,Misc,0.19,,
Namco Bandai Games,2011.0,Tales of the World: Radiant Mythology 3,Role-Playing,0.28,,
Namco Bandai Games,2011.0,Digimon Story: Super Xros Wars Blue/Red,Role-Playing,0.1,,
Namco Bandai Games,2012.0,Naruto: Powerful Shippuden,Platform,0.15,71.0,5.4
Namco Bandai Games,2012.0,Toriko: Gourmet Monsters!,Role-Playing,0.16,,
Namco Bandai Games,2012.0,One Piece: Romance Dawn - Bouken no Yoake,Fighting,0.32,,
Namco Bandai Games,2012.0,The Idolmaster: Gravure For You! Vol.8,Action,0.02,,
Namco Bandai Games,2012.0,Kokoro Connect: Yochi Random,Action,0.02,,
Namco Bandai Games,2012.0,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,Misc,0.63,,
Namco Bandai Games,2012.0,The Idolmaster: Gravure For You! Vol.9,Action,0.02,,
Namco Bandai Games,2012.0,Rinne no Lagrange: Kamogawa Days,Adventure,0.02,,
Namco Bandai Games,2012.0,Tekken Tag Tournament 2,Fighting,0.34,83.0,7.5
